chave,idade,corRaca,trancamentos,notaIngresso,escolaPublica,nota,falta,ultimoSemestre,quantidadeRematricula,numDisciplinaUltimo,tempoUniversidade,aprovados,matriculado,reprovado_falta,reprovado_media,sexo_code,estadoCivil_code,deficiencia_code,matutino,vespertino,noturno,tipoVaga_code,moraCampus,grande_area,tempo_2_grau_superior,evadido
899F5044-7AD1-4CCE-88B1-38A1C6B0A0C4,24.0,0,0,657.3,0,3.15012987012987,20.5974025974026,8.0,12,2,12,27.0,0.0,29.0,21.0,0,0,0,1,1,0,0,0,5,2,1
17A24172-777E-46D9-BFDF-D9465B1DCE4D,33.0,1,0,543.4,0,7.463424657534245,2.8493150684931505,9.0,11,1,12,71.0,0.0,0.0,2.0,0,0,0,1,1,0,0,1,5,0,0
BCB43225-578A-48EC-99DA-E242A4DF0B64,24.0,0,2,575.66,0,3.0619047619047617,16.61904761904762,1.0,4,1,4,5.0,0.0,7.0,9.0,1,0,0,1,1,0,0,1,5,2,1
DB643205-09FF-4E5A-8E24-0B8E4E7FF4C2,38.0,1,1,521.84,0,6.229166666666667,13.555555555555555,4.0,4,1,5,12.0,0.0,5.0,1.0,1,0,0,0,0,1,1,0,5,6,1
C4E050D5-0EAD-4686-8806-F703B41C8439,25.0,1,0,657.3,1,7.877631578947367,2.5526315789473686,8.0,8,3,8,38.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,4,2,0
87ABFE01-39E1-4C16-858C-55179BA737A0,26.0,0,1,561.8,0,3.564166666666667,18.33333333333333,6.0,7,6,7,14.0,0.0,9.0,13.0,1,0,0,1,1,0,0,0,4,2,1
DE1457E9-18F9-4077-A606-3900C04CB6E9,33.0,0,0,632.46,0,6.45675,4.9,8.0,6,3,6,38.0,0.0,1.0,1.0,0,0,0,1,1,0,0,0,4,18,0
E951B391-5034-46D2-9A97-8AA838737BEC,27.0,0,0,621.84,0,7.865263157894738,2.236842105263158,8.0,6,3,6,38.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,4,6,0
D2FD5E0E-8F8C-4742-A62F-39622C48C2C5,34.0,1,2,644.04,0,7.443529411764706,3.882352941176471,8.0,4,1,6,17.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,7,18,1
BF3DF459-0BBA-4C5E-B23C-531057FDDFDC,25.0,0,0,560.64,1,5.866071428571429,6.678571428571429,8.0,11,7,11,41.0,0.0,3.0,12.0,0,0,0,0,0,1,0,0,7,2,0
1AF3D91B-CBD3-4A85-BB3F-A72032AD6CF1,31.0,0,2,561.06,1,5.291199999999999,5.78,8.0,12,7,14,39.0,0.0,4.0,7.0,0,0,0,0,0,1,0,0,7,14,0
3D73D400-1A2C-4D52-A1AF-0E4DC713EECE,26.0,1,1,536.12,0,3.615,27.22222222222222,4.0,4,5,6,10.0,0.0,6.0,2.0,1,0,0,0,0,1,1,0,6,6,0
56F40E5C-6906-4C89-A086-EC894E13EC78,23.0,1,1,513.76,0,0.0,65.6,1.0,1,5,1,0.0,0.0,5.0,0.0,0,0,0,0,0,1,1,0,7,2,0
BDD16FD3-31BB-4A6B-878A-BB13C4E45F52,23.0,1,0,579.92,0,8.816249999999998,3.9166666666666665,4.0,4,7,4,24.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,6,2,0
0D784707-97BE-4032-A2D8-8F00E8D9C5A9,23.0,1,0,564.48,0,8.315714285714286,5.523809523809524,4.0,4,4,4,19.0,0.0,0.0,2.0,0,0,0,0,0,1,1,0,6,2,0
30592F56-E038-468A-9A3F-2736FB8EA10B,23.0,1,0,575.58,0,0.0,49.333333333333336,1.0,2,5,3,0.0,0.0,5.0,1.0,1,0,0,0,0,1,1,0,6,2,0
058BFA69-56E1-4754-90EA-ABC82E4653AA,33.0,1,1,556.88,0,0.0,38.833333333333336,1.0,1,6,1,0.0,0.0,5.0,1.0,0,0,0,1,1,0,1,0,5,26,0
D800DFD9-38BA-458E-A0C9-6DE7C070498B,28.0,1,0,648.86,0,8.986666666666666,2.6666666666666665,1.0,1,6,1,6.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,7,12,1
CA4DBC74-1D12-41AA-99D5-A09AD9BDA7D7,46.0,1,0,576.9,1,6.553846153846153,8.58974358974359,8.0,4,7,4,39.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,7,14,0
78000CB9-98DA-4025-8128-8504DF78F99B,26.0,0,0,546.66,1,8.575692307692307,3.507692307692308,8.0,9,5,9,65.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,8,2,0
73E4E568-ED07-4060-B9F2-921064758D72,41.0,0,0,545.96,0,8.964,7.2,2.0,3,4,3,10.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,8,16,1
C4ACDD70-7C72-4172-A1DB-5AE257225AC9,26.0,0,0,639.92,0,5.811333333333333,7.466666666666667,3.0,3,4,3,12.0,0.0,1.0,2.0,0,0,0,1,1,0,0,0,5,4,1
1CCD5BFE-F4AB-45E0-85A3-56B6D81613CA,24.0,0,0,502.9,0,4.211818181818182,21.09090909090909,2.0,2,5,2,7.0,0.0,3.0,1.0,0,0,0,1,1,0,0,0,5,2,1
9CDB4171-1197-44AE-A08E-CF323B9A5FAD,27.0,0,0,525.3,0,5.033061224489796,7.306122448979591,8.0,10,2,10,28.0,0.0,2.0,19.0,0,0,0,1,1,0,0,0,5,2,0
0EC361DE-51C2-4C0F-BB93-B09C2A968B55,25.0,1,0,541.84,0,6.773333333333334,3.358974358974359,8.0,8,1,8,37.0,0.0,0.0,2.0,1,0,0,1,1,0,0,0,5,2,0
D45085B4-9B75-4A5E-AB8D-5469B7138A7D,24.0,1,0,610.8,0,5.150131578947368,8.5,8.0,13,2,13,57.0,0.0,7.0,12.0,1,0,0,1,1,0,0,0,1,2,0
CA7C2607-F00A-4A0F-A095-AAB4BCD53AB0,25.0,0,0,558.7,0,3.1790909090909096,18.07272727272728,7.0,11,2,12,23.0,0.0,12.0,20.0,1,0,0,1,1,0,0,0,1,2,1
4EE25867-51E2-411C-98E7-74B2798FE584,32.0,0,2,577.76,0,0.9033333333333334,59.86666666666667,4.0,4,1,4,2.0,0.0,11.0,2.0,1,1,0,0,0,1,0,0,1,12,1
BE7BBC3A-2B93-4C85-BFF2-3D0BFE8F346A,28.0,1,1,539.24,0,3.735384615384615,29.692307692307693,3.0,3,2,3,6.0,0.0,6.0,1.0,0,0,0,0,0,1,0,0,1,6,1
21F87ACA-507B-426F-BD5C-945C652BA6FA,27.0,0,3,561.5,0,0.0,73.42857142857143,2.0,3,1,3,0.0,0.0,7.0,0.0,1,0,0,0,0,1,0,0,1,6,1
0389BD70-E7CB-4702-BDE2-C586C894CB3B,25.0,0,1,520.18,0,3.440454545454545,26.454545454545453,8.0,8,2,8,8.0,0.0,6.0,8.0,0,0,0,0,0,1,0,0,1,2,1
7B4B3534-9B17-4AEC-80CE-FF88FC13307D,26.0,1,0,452.88,1,7.825374999999999,0.3,8.0,8,5,8,40.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,4,0
82BD78C1-35B0-427B-9795-DAF0AB7B76C3,29.0,1,0,446.38,1,6.384622641509435,2.4339622641509435,8.0,10,4,9,44.0,0.0,1.0,8.0,1,0,0,0,0,1,0,0,1,6,0
582030A1-D864-46ED-88FE-A0920A13BA3B,45.0,1,3,612.02,0,4.935714285714285,25.285714285714285,4.0,3,1,3,8.0,0.0,5.0,1.0,1,0,0,0,0,1,0,0,1,42,1
84A67A1E-92C2-4A8E-9991-B69D9A9D1C7A,32.0,0,0,584.38,1,5.73625,8.4375,8.0,10,3,10,52.0,0.0,5.0,7.0,1,0,0,1,1,0,0,0,4,10,0
CC0BCDB6-2DC3-448D-A51A-E7F6DD0CDDA1,25.0,1,1,492.94,0,3.47125,11.5,4.0,10,4,11,21.0,0.0,6.0,21.0,1,0,0,1,1,0,0,0,4,2,1
982D52B1-8BFE-4B01-850B-AF43CF500378,25.0,1,0,474.88,1,6.521612903225807,3.2096774193548385,8.0,11,7,11,57.0,0.0,1.0,4.0,0,0,0,0,0,1,0,0,1,2,0
5E239900-6F5D-4234-8B93-52B956A504F9,27.0,1,2,546.14,0,4.56686274509804,9.72549019607843,6.0,9,1,15,29.0,7.0,5.0,10.0,0,0,0,1,1,0,0,0,4,6,0
11600181-275A-4A41-88A1-A3C96E5FA03D,26.0,0,0,608.0,1,6.081923076923077,7.480769230769231,8.0,11,4,9,44.0,0.0,3.0,5.0,1,0,0,1,1,0,0,0,3,4,0
1310D763-EC8D-45A0-A4F3-860D52B98F00,25.0,1,0,659.28,1,7.505581395348837,2.744186046511628,8.0,8,4,8,43.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,3,2,0
14F1CBD7-D3EA-444A-A346-1DD77C8EB3AD,26.0,1,1,660.22,0,5.011764705882352,17.0,6.0,6,2,6,23.0,0.0,6.0,5.0,1,0,0,1,1,0,0,0,3,4,1
AFD92F6E-E461-492A-937A-417566830C9C,25.0,0,1,651.86,0,5.369756097560976,5.780487804878049,8.0,9,1,7,30.0,0.0,0.0,11.0,1,0,0,1,1,0,0,0,3,2,1
D60D52EC-94E6-4065-B03E-96B67626EF09,25.0,0,0,599.84,1,6.851590909090908,2.5681818181818183,8.0,8,4,8,43.0,0.0,0.0,1.0,1,0,0,1,1,0,0,0,3,2,0
5DCBCD98-E62E-4DC2-8482-E85699B0E606,37.0,0,0,583.1,0,6.805333333333335,4.422222222222223,8.0,4,4,5,43.0,0.0,1.0,1.0,1,0,0,1,1,0,0,0,3,24,0
6742B81D-4F78-41BD-8BD8-95715D7E6428,27.0,0,0,687.74,0,8.373333333333333,9.466666666666669,3.0,3,1,3,14.0,0.0,1.0,0.0,0,0,0,1,1,0,0,0,6,6,1
2D68C36F-B66C-4E7D-A8FA-5F84863D5661,26.0,0,0,714.24,0,7.368181818181818,5.636363636363637,2.0,2,1,2,11.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,6,4,1
3E03F7D6-FEA2-422A-B66E-A64EC8C5AB33,25.0,0,4,660.28,0,8.515625,2.5625,10.0,8,1,7,32.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,6,2,1
D3D3B39B-7478-4D16-8EA3-D2465A1D52DB,35.0,1,0,514.16,0,6.547142857142857,4.914285714285715,8.0,13,5,14,63.0,0.0,1.0,6.0,0,0,0,0,0,1,0,0,7,20,0
13472A5C-AF23-4A05-88BF-249325F0A167,33.0,1,0,596.94,1,5.695616438356165,4.438356164383562,8.0,12,4,13,63.0,0.0,6.0,4.0,0,0,0,1,1,0,0,0,7,16,0
6B4256DB-3405-4D3C-A1C8-77298C9B3785,29.0,2,4,485.66,0,5.367857142857142,21.0,4.0,3,1,3,10.0,0.0,4.0,0.0,1,0,0,1,1,0,0,0,7,2,1
E78E4026-D4F1-45F5-8403-1781115112E4,29.0,0,1,509.56,0,5.612058823529412,13.117647058823527,6.0,7,2,7,25.0,0.0,7.0,2.0,0,0,0,1,1,0,0,0,7,2,1
D78CE7C9-BB54-49A4-8D36-139BDE72EDEA,27.0,0,0,505.64,1,7.097169811320756,3.867924528301887,8.0,9,4,8,50.0,0.0,1.0,2.0,1,0,0,1,1,0,0,0,7,6,0
A62463A2-28AC-4754-9445-DAE8AB8097C0,32.0,1,1,462.3,0,3.072058823529412,17.470588235294116,8.0,8,1,8,10.0,0.0,12.0,12.0,1,0,0,1,1,0,0,0,7,12,1
9DA9F7EA-0391-42B5-B375-9480143E6706,25.0,0,1,647.74,0,4.393255813953488,10.023255813953488,7.0,6,2,6,21.0,0.0,8.0,14.0,1,0,0,1,1,0,0,1,5,2,1
B23AB6BB-6770-488D-BF08-EE21FFDF9E05,28.0,0,1,625.74,0,3.601944444444445,18.47222222222222,7.0,5,2,5,17.0,0.0,15.0,4.0,0,0,0,1,1,0,0,0,5,8,1
0FE9D4C6-C62E-4B18-BF75-E7DA6AE3AE64,28.0,1,1,682.88,0,6.09225,2.125,7.0,8,2,13,79.0,0.0,0.0,1.0,0,0,0,1,1,0,0,1,4,8,1
BBFDFF9E-19FC-404A-873F-DF7251A88118,29.0,0,1,544.48,0,7.051799999999999,4.6,9.0,9,2,10,49.0,0.0,0.0,1.0,0,0,0,1,1,0,0,1,4,8,0
429EEF90-3B8F-42B0-969A-2A138EC2904A,36.0,0,0,566.44,0,3.348888888888889,17.88888888888889,1.0,1,1,1,4.0,0.0,4.0,1.0,0,0,0,1,1,0,0,1,5,20,1
839C0076-521E-4EB2-9478-D43260DA4791,45.0,1,0,533.5,0,5.456874999999999,3.8,9.0,10,1,10,68.0,0.0,6.0,6.0,0,1,0,1,1,0,0,1,5,36,0
AD23DB05-62A1-4801-8E51-E8D0DD313A41,52.0,1,1,505.3,0,6.107536231884057,4.028985507246377,7.0,6,2,7,53.0,0.0,4.0,12.0,1,0,0,0,0,1,0,0,1,52,1
4658FF12-93F5-4D59-B5D5-4A87923A7CD4,33.0,1,0,572.12,0,7.379310344827587,2.0,8.0,9,6,9,113.0,0.0,0.0,3.0,1,0,0,0,0,1,0,0,1,18,0
FF6385E4-585A-4BA9-BB79-4EF840B374BE,38.0,0,1,599.98,0,5.034590163934428,9.852459016393444,4.0,6,4,7,42.0,0.0,12.0,7.0,1,0,0,0,0,1,0,1,1,28,1
0CC39CE9-489B-447E-84BE-1D6CEB52C31B,22.0,1,0,595.86,0,6.581896551724138,2.862068965517241,9.0,11,4,9,53.0,4.0,0.0,1.0,0,0,0,1,1,0,1,0,5,0,0
76EA57A1-835F-479B-AB3F-8BE4CE7BFAD5,22.0,1,0,509.58,0,8.42046511627907,1.8604651162790693,8.0,8,5,8,43.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,6,0,0
DF229EE9-E740-48B9-95D9-9B7452356E38,40.0,1,2,579.62,0,0.0,0.0,1.0,1,1,1,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,7,38,1
0402240A-956B-4BE3-8E82-75B12E38C851,28.0,1,0,569.24,0,0.0,0.0,1.0,1,1,1,0.0,0.0,0.0,1.0,0,0,0,1,1,0,1,0,1,12,1
DF7AE284-A395-4CB5-B750-125FE07F7C26,22.0,1,0,489.14,0,4.0209090909090905,10.151515151515152,5.0,7,4,9,18.0,6.0,5.0,4.0,0,0,0,0,0,1,1,0,1,2,0
A8E32D44-B81B-452E-BE09-0EA4D4D6E508,26.0,1,1,477.64,0,0.0675,0.0,1.0,1,0,1,0.0,0.0,0.0,4.0,0,0,0,0,0,1,1,0,1,8,1
115356EC-9F73-4021-AE94-37002DF470E6,34.0,1,1,489.64,0,0.0,0.0,1.0,1,4,1,0.0,0.0,0.0,4.0,1,0,0,0,0,1,1,0,1,24,1
74E1E7D6-3AAB-4309-9660-81C01E42BFAB,33.0,1,1,469.88,0,4.884,0.0,2.0,3,3,3,7.0,0.0,0.0,3.0,1,0,0,0,0,1,1,0,1,16,1
9B432C51-B112-49CC-812E-82E5CDCB824C,24.0,3,0,525.86,0,5.03375,5.6,5.0,8,3,9,23.0,5.0,1.0,11.0,0,0,0,1,1,0,1,0,4,4,0
BE0DCEF3-1741-4394-B9AD-5FABDA234C62,23.0,1,0,624.52,0,6.20061224489796,2.53061224489796,8.0,9,1,9,36.0,6.0,0.0,7.0,0,0,0,1,1,0,1,0,3,2,0
F3255DC6-7200-43F8-BA95-0919B3A7833D,23.0,1,0,575.34,0,4.74,0.0,1.0,1,4,1,2.0,0.0,0.0,2.0,0,0,0,1,1,0,1,0,3,4,1
68D483A3-649B-4B13-B8C5-88EEBD7BAEA1,52.0,1,1,634.46,0,4.779166666666668,1.3333333333333333,7.0,2,1,2,7.0,0.0,0.0,5.0,1,0,0,1,1,0,1,0,6,62,1
D1B689D8-B889-49FA-A6A5-0B7F7CAAB894,22.0,1,0,620.22,0,7.931875,1.225,9.0,9,5,9,75.0,5.0,0.0,0.0,0,0,0,1,1,0,1,0,6,2,0
C317E83C-56ED-40BD-BA6B-5237893E1D05,25.0,1,1,645.74,0,7.513835616438356,2.73972602739726,10.0,8,1,9,64.0,7.0,2.0,0.0,0,0,0,1,1,0,1,0,6,8,0
AD2C6C24-BD9C-448C-9F09-D2B74C6B8F43,22.0,1,2,516.92,0,0.5545454545454546,17.454545454545453,2.0,2,5,4,0.0,0.0,4.0,7.0,1,0,0,0,0,1,1,0,7,2,1
3CD13EFE-54BE-4F67-BA6B-092145BBA9FD,24.0,1,1,533.36,0,0.0,0.0,1.0,1,6,1,0.0,0.0,0.0,6.0,1,0,0,0,0,1,1,0,7,6,1
3E818322-1A92-404C-A7C1-BF7BCE988978,23.0,1,0,544.72,0,2.433333333333333,10.666666666666666,1.0,1,3,1,1.0,0.0,1.0,1.0,0,0,0,1,1,0,1,0,7,2,1
8901AC76-7146-4C79-B4D7-20ABC7A7DDEB,36.0,1,0,438.16,1,6.175714285714285,0.0,8.0,3,4,3,35.0,0.0,0.0,0.0,0,1,0,1,1,0,1,0,7,24,0
C56C0A01-A260-4D7D-8CBC-E044DC505C41,22.0,1,1,464.6,0,0.0,10.666666666666666,1.0,1,3,1,0.0,0.0,1.0,2.0,1,0,0,1,1,0,1,0,7,2,1
94B5960F-A93E-422B-9F76-525486D9667E,22.0,1,0,595.98,0,7.370571428571428,2.3,9.0,9,1,9,65.0,3.0,0.0,2.0,0,0,0,1,1,0,1,1,5,2,0
F245E590-7552-49F8-ADE9-D41D1572D47C,22.0,1,0,582.18,0,5.198382352941176,2.0294117647058822,8.0,9,4,9,51.0,10.0,0.0,7.0,1,0,0,1,1,0,1,0,5,2,0
36080317-A622-4309-8C3E-A5B5C8254B6E,29.0,1,1,628.98,0,5.455625,1.0,4.0,2,2,7,12.0,0.0,0.0,4.0,1,0,0,1,1,0,1,1,4,8,1
43363161-5B61-4CE8-8802-B35A0BBD634A,38.0,1,0,595.66,0,0.756,17.466666666666665,4.0,4,1,7,2.0,0.0,4.0,9.0,1,0,0,1,1,0,1,1,4,12,1
83660FAD-FABF-4551-91D9-9C794478FECC,23.0,2,1,498.5,0,0.0,6.4,1.0,1,2,1,0.0,0.0,1.0,4.0,0,0,0,1,1,0,1,0,4,2,1
E39AF08E-8628-475B-ADAA-31E012B2DF07,23.0,1,2,497.72,0,0.0,0.0,1.0,1,1,1,0.0,0.0,0.0,9.0,1,0,0,1,1,0,1,1,5,4,1
2F185B2E-B245-4A18-BF19-EE3A01389C54,22.0,1,3,529.42,0,5.96125,0.0,1.0,1,1,1,4.0,0.0,0.0,4.0,0,0,0,1,1,0,1,1,5,2,1
DE3351AC-5120-4531-805B-8E0D9AAD43C7,23.0,1,1,513.26,0,0.0,0.0,1.0,1,1,1,0.0,0.0,0.0,8.0,1,0,0,1,1,0,1,1,5,2,1
798D4619-9D31-4D58-8FF3-BF578DF5523A,31.0,1,1,510.2,0,4.951929824561403,3.017543859649123,8.0,8,1,9,35.0,9.0,1.0,12.0,0,1,0,0,0,1,1,1,1,2,0
7F28EB51-601E-4158-9A2F-148A78E66763,23.0,1,1,677.68,0,1.2,0.0,1.0,1,2,1,0.0,0.0,0.0,2.0,0,0,0,1,1,0,1,1,5,4,1
0B02DE8D-9704-422C-8138-13D433705A9B,23.0,1,3,637.46,0,1.6933333333333334,0.0,1.0,1,6,1,0.0,0.0,0.0,6.0,1,0,0,1,1,0,1,0,5,2,1
A485C508-DC19-4749-AF0A-DD1D18F3CC68,23.0,1,0,661.7,0,7.6,0.0,1.0,1,1,1,1.0,0.0,0.0,0.0,1,0,0,1,1,0,1,0,5,4,1
F8F92E86-EAE9-44CA-B1EB-5859876B442F,23.0,1,0,546.32,0,0.0,0.0,1.0,1,1,1,0.0,0.0,0.0,7.0,1,0,0,1,1,0,1,0,5,2,1
CB980B0F-7E67-4EDF-99B7-BBC6CE1E634C,27.0,1,0,738.4,0,7.891777777777778,2.4,10.0,9,1,9,43.0,2.0,0.0,0.0,1,0,0,1,0,0,1,0,4,14,0
1106CC57-0527-496B-8E63-BFD50954F131,53.0,1,2,439.2,0,4.809230769230769,0.0,1.0,4,1,4,9.0,0.0,0.0,4.0,0,0,0,1,1,0,1,0,3,60,1
55FA2359-4AD5-4E9A-A1A1-B54988A83DB3,23.0,1,2,519.9,0,0.0,14.0,1.0,1,0,4,0.0,0.0,2.0,3.0,1,0,0,1,1,0,1,0,3,2,1
D6DF2070-2D02-462D-AEED-7E16A807E8BB,28.0,1,1,549.5,0,0.0,10.428571428571429,1.0,1,0,1,0.0,0.0,1.0,6.0,1,0,0,1,1,0,1,0,3,16,1
BFC35DDC-E3E6-40DB-A571-5F71FD9066E0,23.0,1,1,586.1,0,4.8225,0.0,1.0,1,0,1,1.0,0.0,0.0,3.0,0,0,0,1,1,0,1,0,3,4,1
3CBC7A0F-E440-41DF-B9A2-CB29B0B97104,24.0,1,0,564.52,0,3.0068867924528297,4.245283018867925,5.0,9,1,9,19.0,6.0,5.0,23.0,1,0,0,1,1,0,1,0,3,4,0
6AC82AE1-89DB-4DBD-92D8-DB32396B97A9,39.0,1,1,625.32,0,0.0,10.428571428571429,1.0,1,0,1,0.0,0.0,1.0,6.0,1,0,0,1,1,0,1,0,3,36,1
F47C393C-125D-4459-A78E-00E1A1D22A91,22.0,1,0,587.62,0,4.321810344827586,5.844827586206897,5.0,9,5,9,30.0,5.0,6.0,17.0,0,0,0,1,1,0,1,0,3,2,0
D1DEB47E-1CB2-4899-AF3D-9D31EBDE7FCD,27.0,1,1,543.22,0,5.787916666666667,5.333333333333333,2.0,2,6,3,9.0,0.0,1.0,2.0,0,0,0,1,0,0,1,0,6,8,1
0D060AAB-5009-4B6A-85B4-4D4F11388DF8,30.0,1,1,552.56,0,0.0,10.666666666666666,1.0,1,6,2,0.0,0.0,1.0,5.0,0,0,0,1,0,0,1,0,6,18,1
DECBD2FE-3A9F-49E7-B4A1-F74402816E0B,23.0,1,0,619.18,0,7.66725,2.0,8.0,8,2,9,35.0,3.0,1.0,1.0,0,0,0,0,0,1,1,0,6,4,0
333D59BC-AE13-4A21-8168-255622FD9D32,22.0,1,1,442.3,0,3.6275,12.0625,4.0,7,3,9,12.0,4.0,6.0,10.0,1,0,0,1,0,0,1,0,8,2,0
A6302362-A366-4197-95A3-B0F67875B9DB,29.0,1,1,470.44,0,4.673913043478261,8.217391304347826,6.0,5,1,6,12.0,0.0,4.0,7.0,0,0,0,1,0,0,1,0,8,14,1
1B0C9310-FEA4-4C32-A99E-693AD7ABF1CE,27.0,1,0,578.0,0,4.868382352941177,1.9411764705882355,8.0,3,2,4,22.0,0.0,1.0,11.0,1,0,0,1,1,0,1,0,3,10,0
B0E0A981-1FCA-4BFF-BDF6-5405064B4905,22.0,1,1,524.16,0,3.006428571428572,3.142857142857143,1.0,2,7,7,5.0,0.0,0.0,9.0,0,0,0,1,1,0,1,0,1,2,1
0841E69D-B6FD-462F-A729-620D5B3A1707,28.0,1,1,444.2,0,0.0,0.0,1.0,1,4,2,0.0,0.0,0.0,4.0,0,0,0,1,1,0,1,0,1,12,1
88324AC9-997C-4BF2-A019-A49659AB5F5D,23.0,1,0,578.46,0,6.037538461538461,4.769230769230769,9.0,9,1,9,51.0,8.0,1.0,5.0,1,0,0,1,1,0,1,0,5,2,0
28DC83B0-50B9-4F17-BB6C-F49797104E93,22.0,1,0,511.82,0,2.812395833333333,14.145833333333334,8.0,8,1,9,15.0,4.0,14.0,15.0,0,0,0,1,1,0,1,0,5,2,0
9EF82238-E440-4B44-99B6-BDB60CD52EB9,22.0,1,1,599.78,0,8.172666666666668,2.7111111111111112,8.0,6,1,7,45.0,0.0,0.0,0.0,1,0,0,1,1,0,1,0,4,2,1
F5D46822-F85B-45AF-AD54-9710C51B8D87,23.0,1,0,618.14,0,0.0,10.166666666666666,1.0,1,6,2,0.0,0.0,2.0,4.0,0,0,0,1,1,0,1,0,4,2,1
F3B5F298-A9FF-4F24-AF85-6B045E2E20B2,28.0,1,0,597.08,0,7.003424657534247,1.8356164383561644,8.0,8,5,9,65.0,8.0,0.0,0.0,0,0,0,1,1,0,1,0,4,10,0
85FE1CFB-D745-41E8-B734-20963151E2FA,26.0,1,0,719.68,0,7.4531395348837215,0.8837209302325582,8.0,8,7,9,36.0,7.0,0.0,0.0,1,0,0,1,1,0,1,0,4,8,0
D0BC7CD0-6C9D-470E-B36D-86552FCBB624,38.0,1,1,469.04,0,5.737916666666666,1.5,2.0,2,5,3,8.0,0.0,0.0,4.0,0,1,0,0,0,1,1,0,4,34,1
4B3A3F1C-0E56-4F7C-AD6C-F0D1CFF4F0B3,30.0,1,1,524.7,0,4.4725,4.666666666666667,2.0,2,5,3,6.0,0.0,1.0,5.0,1,0,0,0,0,1,1,0,4,6,1
48AAE750-38A6-47EA-83DE-D1F47963C5B8,24.0,1,1,540.18,0,0.0,5.333333333333333,1.0,1,6,2,0.0,0.0,1.0,5.0,0,0,0,0,0,1,1,0,4,4,1
B4629959-4A05-4A95-9D49-59C91CA36A4F,27.0,1,1,504.62,0,7.407027027027027,2.702702702702702,7.0,8,1,9,32.0,5.0,0.0,0.0,0,0,0,0,0,1,1,0,4,8,0
780834F3-6A2D-4DBF-B6C0-602527A81BD6,22.0,1,0,537.24,0,7.683536585365853,1.804878048780488,5.0,5,8,6,41.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,4,2,0
1ED03E82-1496-4C8C-82E5-7DD3082C46F3,24.0,1,0,599.96,0,7.313846153846155,2.2884615384615383,8.0,8,5,9,46.0,4.0,0.0,2.0,1,0,0,1,0,0,1,0,7,2,0
F68C85C4-6CA6-445A-8E9B-F6DB949A83DE,22.0,1,0,544.66,0,4.085625,5.395833333333333,6.0,8,2,9,23.0,8.0,4.0,13.0,1,0,0,1,1,0,1,0,7,4,0
2077AB48-A59D-47CE-9568-BAC42F230396,23.0,1,1,507.88,0,6.514142857142857,1.8571428571428568,6.0,6,6,9,28.0,6.0,1.0,0.0,0,1,0,0,0,1,1,0,5,2,0
ADBBD7C7-6832-457C-8039-B73B1A51FE0E,22.0,1,0,512.54,0,0.875,39.375,1.0,1,8,2,0.0,0.0,7.0,1.0,1,0,0,1,1,0,1,0,5,2,0
A27040FA-B4C7-4651-B016-6362722C0D01,40.0,1,2,462.28,0,2.338,8.84,7.0,3,2,6,4.0,0.0,6.0,15.0,1,0,0,1,1,0,1,0,5,26,1
51F8CAD1-6966-4F05-8093-1F844AC60A22,22.0,1,0,477.0,0,6.5972307692307695,2.169230769230769,8.0,8,4,9,59.0,6.0,0.0,0.0,1,0,0,1,1,0,1,1,5,2,0
50B4FB8E-7297-45F2-B70C-609C607950F6,22.0,1,1,501.14,0,1.2966666666666666,0.0,1.0,1,0,2,0.0,0.0,0.0,9.0,1,0,0,1,1,0,1,1,5,2,1
05B4EFA6-5649-4F72-BB50-94B6B5FE42C0,22.0,1,1,512.6,0,6.836666666666667,0.0,2.0,2,6,3,9.0,0.0,0.0,3.0,0,0,1,1,1,0,1,0,3,2,1
3CA4D62A-4286-4C83-8AA8-53B4D1695CFA,23.0,1,1,570.16,0,5.74125,4.175,5.0,7,4,8,27.0,0.0,3.0,10.0,1,0,0,1,1,0,1,0,3,2,1
2DEC90C6-8737-4FB6-9C8E-070547830433,23.0,1,0,570.34,0,5.29375,2.375,3.0,3,4,4,10.0,0.0,2.0,4.0,1,0,0,1,1,0,1,0,3,0,1
F12683BA-67A2-4E1F-83C1-6BB48DF8E414,22.0,1,0,599.5,0,2.741538461538461,12.0,3.0,3,1,4,3.0,0.0,3.0,7.0,1,0,0,1,1,0,1,0,3,2,1
B38C430D-C2FA-4ECE-A359-48FDB6A2167C,22.0,1,0,460.84,0,5.5340384615384615,3.3461538461538463,9.0,8,1,9,39.0,7.0,2.0,4.0,1,0,0,1,1,0,1,0,3,2,0
